,Title,price,description,carat,shape,material,photos,width,approx. tc,metal name,metal1,metal2,metal3,metal4,color,clarity,profile,clarit
51,The Monica Set With A 1 Carat Princess Lab Diamond,"$3,420","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1,Princess,14k Rose Gold,,2.5mm,0.48 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,VS
52,The Monica Set With A 1 Carat Princess Lab Diamond,"$4,020","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1,Princess,Platinum,,2.5mm,0.48 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,VS
53,The Monica Set With A 1 Carat Princess Lab Diamond,"$3,720","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1,Princess,18k White Gold,,2.5mm,0.48 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,VS
54,The Monica Set With A 1 Carat Princess Lab Diamond,"$3,720","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1,Princess,18k Yellow Gold,,2.5mm,0.48 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,High,VS
55,The Monica Set With A 1 Carat Princess Lab Diamond,"$3,720","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1,Princess,18k Rose Gold,,2.5mm,0.48 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,VS
56,The Monica Set With A 1.5 Carat Round Lab Diamond,"$3,950","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1.5,Round,14k White Gold,,2.5mm,0.48 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,VS
57,The Monica Set With A 1.5 Carat Round Lab Diamond,"$3,950","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1.5,Round,14k Yellow Gold,,2.5mm,0.48 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,VS
58,The Monica Set With A 1.5 Carat Round Lab Diamond,"$3,950","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1.5,Round,14k Rose Gold,,2.5mm,0.48 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,VS
59,The Monica Set With A 1.5 Carat Round Lab Diamond,"$4,550","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1.5,Round,Platinum,,2.5mm,0.48 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,VS
60,The Monica Set With A 1.5 Carat Round Lab Diamond,"$4,250","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1.5,Round,18k White Gold,,2.5mm,0.48 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,VS
61,The Monica Set With A 1.5 Carat Round Lab Diamond,"$4,250","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1.5,Round,18k Yellow Gold,,2.5mm,0.48 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,High,VS
62,The Monica Set With A 1.5 Carat Round Lab Diamond,"$4,250","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1.5,Round,18k Rose Gold,,2.5mm,0.48 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,VS
63,The Monica Set With A 1.5 Carat Oval Lab Diamond,"$3,950","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1.5,Oval,14k White Gold,,2.5mm,0.48 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,VS
64,The Monica Set With A 1.5 Carat Oval Lab Diamond,"$3,950","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1.5,Oval,14k Yellow Gold,,2.5mm,0.48 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,VS
65,The Monica Set With A 1.5 Carat Oval Lab Diamond,"$3,950","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1.5,Oval,14k Rose Gold,,2.5mm,0.48 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,VS
66,The Monica Set With A 1.5 Carat Oval Lab Diamond,"$4,550","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1.5,Oval,Platinum,,2.5mm,0.48 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,VS
67,The Monica Set With A 1.5 Carat Oval Lab Diamond,"$4,250","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1.5,Oval,18k White Gold,,2.5mm,0.48 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,VS
